#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
28099-1-196,.28099_1_196.69,195,1116,+,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-196,.28099_1_196.77,173,772,+,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
28099-1-196,.28099_1_196.77,903,1733,+,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
28099-1-196,.28099_1_196.77,1871,2315,+,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
28099-1-196,.28099_1_196.80,143,616,+,dfrA15_2,1-474/474,===============,0/0,100,100,resfinder,AF221900,dfrA15,Trimethoprim
28099-1-196,.28099_1_196.80,708,1509,+,ant(3'')-Ia_1,171-972/972,..=============,0/0,82.51,99.75,resfinder,X02340,ant(3'')-Ia,Streptomycin
28099-1-199,.28099_1_199.35,21439,22240,+,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
28099-1-199,.28099_1_199.35,22502,23761,+,cmlA1_1,1-1260/1260,===============,0/0,100,99.92,resfinder,M64556,cmlA1,Chloramphenicol
28099-1-199,.28099_1_199.35,23844,24645,+,ant(3'')-Ia_1,171-972/972,..=============,0/0,82.51,99.75,resfinder,X02340,ant(3'')-Ia,Streptomycin
28099-1-199,.28099_1_199.52,1895,3141,+,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
28099-1-199,.28099_1_199.54,376,1251,+,blaCTX-M-14_1,1-876/876,===============,0/0,100,100,resfinder,AF252622,blaCTX-M-14,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-199,.28099_1_199.54,1863,2279,+,fosA3_1,1-417/417,===============,0/0,100,100,resfinder,AB522970,fosA3,Fosfomycin
28099-1-199,.28099_1_199.58,200,991,-,sul3_2,1-792/792,===============,0/0,100,100,resfinder,AJ459418,sul3,Sulfamethoxazole
28099-1-199,.28099_1_199.7,26166,27398,+,mdf(A)_1,1-1233/1233,===============,0/0,100,98.46,resfinder,Y08743,mdf(A),
28099-1-19,.28099_1_19.4,343188,344063,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-19,.28099_1_19.42,1028,1501,+,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-19,.28099_1_19.42,1632,2420,+,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
28099-1-19,.28099_1_19.42,2940,3806,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-19,.28099_1_19.42,9101,10022,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-19,.28099_1_19.49,216,1462,-,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
28099-1-19,.28099_1_19.49,2441,3277,-,aph(6)-Id_1,1-837/837,===============,0/0,100,99.88,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-19,.28099_1_19.49,3277,4080,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-19,.28099_1_19.49,4141,4956,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-19,.28099_1_19.54,3762,4622,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-19,.28099_1_19.6,156537,157769,+,mdf(A)_1,1-1233/1233,===============,0/0,100,97.81,resfinder,Y08743,mdf(A),
28099-1-1,.28099_1_1.1,592353,593585,-,mdf(A)_1,1-1233/1233,===============,0/0,100,98.46,resfinder,Y08743,mdf(A),
28099-1-1,.28099_1_1.25,1547,2206,+,catA1_1,1-660/660,===============,0/0,100,99.85,resfinder,V00622,catA1,Chloramphenicol
28099-1-1,.28099_1_1.25,8692,10227,+,qepA4_1,1-1536/1536,===============,0/0,100,100,resfinder,KX580704,qepA4,Ciprofloxacin
28099-1-1,.28099_1_1.25,13437,13934,+,dfrA12_8,1-498/498,===============,0/0,100,100,resfinder,AM040708,dfrA12,Trimethoprim
28099-1-1,.28099_1_1.25,14332,15133,+,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
28099-1-1,.28099_1_1.25,15611,16477,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-1,.28099_1_1.25,21772,22702,-,mph(A)_2,1-921/921,========/======,02-Oct,100,98.71,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-1,.28099_1_1.29,1303,2118,+,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-1,.28099_1_1.29,2179,2982,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-1,.28099_1_1.29,2982,3818,+,aph(6)-Id_1,1-837/837,===============,0/0,100,99.88,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-1,.28099_1_1.29,4797,6043,+,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
28099-1-1,.28099_1_1.32,956,2161,+,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-1,.28099_1_1.38,391,1266,-,blaCTX-M-27_1,1-876/876,===============,0/0,100,100,resfinder,AY156923,blaCTX-M-27,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-200,.28099_1_200.10,60294,61526,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.84,resfinder,Y08743,mdf(A),
28099-1-200,.28099_1_200.45,11820,12476,-,qnrS1_1,1-657/657,===============,0/0,100,100,resfinder,AB187515,qnrS1,Ciprofloxacin
28099-1-200,.28099_1_200.45,17117,17992,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-200,.28099_1_200.51,2833,3693,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-200,.28099_1_200.51,4414,5250,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-200,.28099_1_200.51,5250,6053,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-200,.28099_1_200.51,6114,6929,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-200,.28099_1_200.63,309,791,-,dfrA14_5,1-483/483,===============,0/0,100,99.59,resfinder,DQ388123,dfrA14,Trimethoprim
28099-1-203,.28099_1_203.44,131,790,+,catA1_1,1-660/660,===============,0/0,100,99.85,resfinder,V00622,catA1,Chloramphenicol
28099-1-203,.28099_1_203.44,7276,8811,+,qepA4_1,1-1536/1536,===============,0/0,100,100,resfinder,KX580704,qepA4,Ciprofloxacin
28099-1-203,.28099_1_203.44,12021,12518,+,dfrA12_8,1-498/498,===============,0/0,100,100,resfinder,AM040708,dfrA12,Trimethoprim
28099-1-203,.28099_1_203.44,12916,13717,+,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
28099-1-203,.28099_1_203.44,14195,15061,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-203,.28099_1_203.44,20356,21286,-,mph(A)_2,1-921/921,========/======,02-Oct,100,98.71,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-203,.28099_1_203.63,518,1764,-,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
28099-1-203,.28099_1_203.63,2743,3579,-,aph(6)-Id_1,1-837/837,===============,0/0,100,99.88,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-203,.28099_1_203.63,3579,4382,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-203,.28099_1_203.63,4443,5258,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-203,.28099_1_203.7,208689,209921,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.92,resfinder,Y08743,mdf(A),
28099-1-203,.28099_1_203.72,376,1251,+,blaCTX-M-27_1,1-876/876,===============,0/0,100,100,resfinder,AY156923,blaCTX-M-27,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-204,.28099_1_204.1,158739,159971,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.35,resfinder,Y08743,mdf(A),
28099-1-204,.28099_1_204.4,27352,28227,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-204,.28099_1_204.71,335,1150,+,sul2_3,1-816/816,===============,0/0,100,100,resfinder,HQ840942,sul2,Sulfamethoxazole
28099-1-204,.28099_1_204.71,1211,2014,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100,99.88,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-204,.28099_1_204.71,2014,2850,+,aph(6)-Id_1,1-837/837,===============,0/0,100,99.4,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-204,.28099_1_204.71,3829,5075,+,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
28099-1-204,.28099_1_204.71,6063,6866,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-204,.28099_1_204.71,6866,7702,+,aph(6)-Id_1,1-837/837,===============,0/0,100,99.88,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-204,.28099_1_204.77,475,1335,+,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
28099-1-204,.28099_1_204.81,195,1116,+,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-204,.28099_1_204.87,558,1346,-,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
28099-1-204,.28099_1_204.87,1477,1950,-,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-204,.28099_1_204.93,457,1089,-,catB3_2,1-633/633,===============,0/0,100,100,resfinder,U13880,catB3,Chloramphenicol
28099-1-204,.28099_1_204.93,1227,2057,-,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
28099-1-204,.28099_1_204.93,2188,2787,-,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
28099-1-204,.28099_1_204.98,831,1691,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-205,.28099_1_205.23,7471,7944,+,dfrA1_8,1-474/474,===============,0/0,100,100,resfinder,X00926,dfrA1,Trimethoprim
28099-1-205,.28099_1_205.23,8610,9409,+,ant(3'')-Ia_1,170-972/972,..======/======,01-Mar,82.3,99.38,resfinder,X02340,ant(3'')-Ia,Streptomycin
28099-1-205,.28099_1_205.42,630,1127,+,dfrA12_8,1-498/498,===============,0/0,100,100,resfinder,AM040708,dfrA12,Trimethoprim
28099-1-205,.28099_1_205.42,1525,2326,+,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
28099-1-205,.28099_1_205.42,2804,3670,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-205,.28099_1_205.42,8965,9886,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-205,.28099_1_205.43,3504,4379,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-205,.28099_1_205.45,149,1009,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-205,.28099_1_205.45,5981,6841,-,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
28099-1-205,.28099_1_205.52,2530,3735,-,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-205,.28099_1_205.53,134,970,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-205,.28099_1_205.53,970,1773,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-205,.28099_1_205.53,1834,2649,-,sul2_3,1-816/816,===============,0/0,100,100,resfinder,HQ840942,sul2,Sulfamethoxazole
28099-1-205,.28099_1_205.8,39372,40604,+,mdf(A)_1,1-1233/1233,===============,0/0,100,97.89,resfinder,Y08743,mdf(A),
28099-1-207,.28099_1_207.22,1816,2289,+,dfrA1_8,1-474/474,===============,0/0,100,100,resfinder,X00926,dfrA1,Trimethoprim
28099-1-207,.28099_1_207.22,2955,3754,+,ant(3'')-Ia_1,170-972/972,..======/======,01-Mar,82.3,99.38,resfinder,X02340,ant(3'')-Ia,Streptomycin
28099-1-207,.28099_1_207.3,210743,211975,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.92,resfinder,Y08743,mdf(A),
28099-1-207,.28099_1_207.49,1,722,-,sul2_14,1-722/819,==============.,0/0,88.16,100,resfinder,AJ514834,sul2,Sulfamethoxazole
28099-1-207,.28099_1_207.49,4084,5358,-,tet(A)_6,1-1275/1275,===============,0/0,100,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
28099-1-207,.28099_1_207.49,6619,7455,-,aph(6)-Id_1,1-837/837,===============,0/0,100,99.88,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-207,.28099_1_207.49,7455,8258,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-207,.28099_1_207.5,187676,188551,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-208,.28099_1_208.13,137148,138293,-,blaCMY-2_1,1-1146/1146,===============,0/0,100,100,resfinder,X91840,blaCMY-2,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
28099-1-208,.28099_1_208.33,491,1351,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-208,.28099_1_208.36,2107,2967,+,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
28099-1-208,.28099_1_208.37,979,1845,-,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-208,.28099_1_208.37,2365,3153,-,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
28099-1-208,.28099_1_208.37,3284,3757,-,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-208,.28099_1_208.38,134,970,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-208,.28099_1_208.38,970,1773,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-208,.28099_1_208.38,1834,2649,-,sul2_3,1-816/816,===============,0/0,100,100,resfinder,HQ840942,sul2,Sulfamethoxazole
28099-1-208,.28099_1_208.39,3262,4183,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-208,.28099_1_208.40,455,1330,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-208,.28099_1_208.41,956,2161,+,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-208,.28099_1_208.43,123,567,-,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
28099-1-208,.28099_1_208.43,705,1535,-,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
28099-1-208,.28099_1_208.43,1666,2265,-,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
28099-1-208,.28099_1_208.5,208726,209958,-,mdf(A)_1,1-1233/1233,===============,0/0,100,98.78,resfinder,Y08743,mdf(A),
28099-1-209,.28099_1_209.16,15149,16024,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-209,.28099_1_209.43,1555,2760,-,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-209,.28099_1_209.43,5753,6412,+,catA1_1,1-660/660,===============,0/0,100,99.85,resfinder,V00622,catA1,Chloramphenicol
28099-1-209,.28099_1_209.43,12898,14433,+,qepA4_1,1-1536/1536,===============,0/0,100,100,resfinder,KX580704,qepA4,Ciprofloxacin
28099-1-209,.28099_1_209.43,17643,18140,+,dfrA12_8,1-498/498,===============,0/0,100,100,resfinder,AM040708,dfrA12,Trimethoprim
28099-1-209,.28099_1_209.43,18538,19339,+,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
28099-1-209,.28099_1_209.43,19817,20683,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-209,.28099_1_209.43,25978,26899,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-209,.28099_1_209.55,767,1627,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-209,.28099_1_209.55,6599,7459,-,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
28099-1-209,.28099_1_209.56,1,718,-,sul2_14,1-718/819,==============.,0/0,87.67,100,resfinder,AJ514834,sul2,Sulfamethoxazole
28099-1-209,.28099_1_209.56,4425,5261,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-209,.28099_1_209.56,5611,6093,-,dfrA14_5,1-483/483,===============,0/0,100,99.79,resfinder,DQ388123,dfrA14,Trimethoprim
28099-1-209,.28099_1_209.56,6101,6632,-,aph(3'')-Ib_5,1-532/804,==========.....,0/0,66.17,99.81,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-209,.28099_1_209.6,208689,209921,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.92,resfinder,Y08743,mdf(A),
28099-1-211,.28099_1_211.13,116021,117253,+,mdf(A)_1,1-1233/1233,===============,0/0,100,99.35,resfinder,Y08743,mdf(A),
28099-1-211,.28099_1_211.28,33218,33874,-,qnrS1_1,1-657/657,===============,0/0,100,100,resfinder,AB187515,qnrS1,Ciprofloxacin
28099-1-211,.28099_1_211.28,38515,39390,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-211,.28099_1_211.28,42212,43072,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-211,.28099_1_211.28,43793,44629,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-211,.28099_1_211.28,44629,45432,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-211,.28099_1_211.28,45493,46308,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-211,.28099_1_211.28,50848,51330,-,dfrA14_5,1-483/483,===============,0/0,100,99.59,resfinder,DQ388123,dfrA14,Trimethoprim
28099-1-211,.28099_1_211.68,1033,2279,+,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
28099-1-212,.28099_1_212.20,92615,93416,+,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
28099-1-212,.28099_1_212.20,93678,94937,+,cmlA1_1,1-1260/1260,===============,0/0,100,99.92,resfinder,M64556,cmlA1,Chloramphenicol
28099-1-212,.28099_1_212.20,95020,95821,+,ant(3'')-Ia_1,171-972/972,..=============,0/0,82.51,99.75,resfinder,X02340,ant(3'')-Ia,Streptomycin
28099-1-212,.28099_1_212.45,6674,7920,-,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
28099-1-212,.28099_1_212.49,376,1251,+,blaCTX-M-14_1,1-876/876,===============,0/0,100,100,resfinder,AF252622,blaCTX-M-14,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-212,.28099_1_212.49,1863,2279,+,fosA3_1,1-417/417,===============,0/0,100,100,resfinder,AB522970,fosA3,Fosfomycin
28099-1-212,.28099_1_212.51,200,991,-,sul3_2,1-792/792,===============,0/0,100,100,resfinder,AJ459418,sul3,Sulfamethoxazole
28099-1-212,.28099_1_212.7,26166,27398,+,mdf(A)_1,1-1233/1233,===============,0/0,100,98.46,resfinder,Y08743,mdf(A),
28099-1-213,.28099_1_213.14,122168,122650,+,dfrA14_5,1-483/483,===============,0/0,100,99.59,resfinder,DQ388123,dfrA14,Trimethoprim
28099-1-213,.28099_1_213.31,3739,4554,+,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-213,.28099_1_213.31,4615,5418,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-213,.28099_1_213.31,5418,6254,+,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-213,.28099_1_213.5,32585,33817,-,mdf(A)_1,1-1233/1233,===============,0/0,100,98.38,resfinder,Y08743,mdf(A),
